#TOP	Genes more expressed in NGT class
#BOTTOM	      Genes more expressed in DM2/IGT class
203958_s_at	0.4982075095
219997_s_at	0.4980663061
221476_s_at	0.4980032742
203075_at	0.4979202151
220163_s_at	0.4977968037
200674_s_at	0.4977446198
214842_s_at	0.4975779951
212964_at	0.4973766506
210321_at	0.4973113537
222147_s_at	0.496915251
216837_at	0.4968959987
209380_s_at	0.4968599081
212894_at	0.4967595041
220414_at	0.4967243373
212852_s_at	0.4966935813
214104_at	0.4966103733
220864_s_at	0.4963864684
200754_x_at	0.4963255227
203745_at	0.496018827
221979_at	0.4959240556
211566_x_at	0.4959139824
216204_at	0.4958844781
216856_s_at	0.4958838522
205463_s_at	0.4957160056
206269_at	0.4956800044
215078_at	0.4955300689
216555_at	0.4954686761
217302_at	0.4954282343
203753_at	0.4954220057
219732_at	0.495313704
202690_s_at	0.4952541292
220165_at	0.4952457547
216308_x_at	0.4950436354
212503_s_at	0.4947457612
202526_at	0.4947401583
217177_s_at	0.4945712984
206002_at	0.4944378734
213927_at	0.4944093823
219862_s_at	0.4943601787
211863_x_at	0.4942649305
202365_at	0.4935691357
210101_x_at	0.4933504462
202870_s_at	0.4933090508
203081_at	0.4932738245
207214_at	0.4929789305
214472_at	0.4926304221
216793_x_at	0.4924600422
210412_at	0.49242872
218772_x_at	0.4922498167
211916_s_at	0.4921216369
219031_s_at	0.4920958579
206822_s_at	0.4919784367
219100_at	0.4919565916
207085_x_at	0.4917863905
221199_at	0.4917466938
201265_at	0.4916881025
218461_at	0.4916242063
212463_at	0.4915778041
221030_s_at	0.4914413095
32137_at	0.4913164079
64883_at	0.4910979867
216467_s_at	0.4909671247
219915_s_at	0.4909297228
212311_at	0.4908032119
210367_s_at	0.490745157
218805_at	0.4901236296
211521_s_at	0.4900198579
214168_s_at	0.4899844527
200839_s_at	0.4898498654
213748_at	0.4898221493
211722_s_at	0.4897656143
212294_at	0.4897655249
207200_at	0.4896953702
215224_at	0.489546895
210832_x_at	0.489466697
201303_at	0.4891162515
216537_s_at	0.4888832867
221352_at	0.4888340831
211918_x_at	0.4888163209
217854_s_at	0.4885562062
212359_s_at	0.488488853
206637_at	0.4884359241
201024_x_at	0.4883792698
201113_at	0.488229692
202627_s_at	0.4880341589
207327_at	0.4879299402
222146_s_at	0.4879025519
204431_at	0.4872134328
200614_at	0.4869734347
209268_at	0.4868469238
215496_at	0.4867726862
219384_s_at	0.4867327213
210363_s_at	0.4867079258
216152_at	0.4866798818
214501_s_at	0.48639521
207168_s_at	0.4863845408
35254_at	0.4863741994
205002_at	0.4863351882
215956_at	0.4863149226
205169_at	0.486064285
213768_s_at	0.4859633148
216070_at	0.4859176278
204250_s_at	0.4856007397
200672_x_at	0.4855972826
203660_s_at	0.4855526388
216884_at	0.4855413437
211375_s_at	0.4854805171
216634_at	0.4854028225
210924_at	0.4852309823
215887_at	0.4851353765
200936_at	0.485060215
206530_at	0.4850358367
208544_at	0.4849531054
221305_s_at	0.4849523306
210573_s_at	0.484813273
215319_at	0.4847285748
219522_at	0.4846759737
218616_at	0.4845594168
203486_s_at	0.4845327437
201939_at	0.4845232964
220968_s_at	0.4844813347
211028_s_at	0.4844471514
219292_at	0.4844224155
207858_s_at	0.4842677414
217802_s_at	0.484139204
201832_s_at	0.4841066003
206405_x_at	0.4839035571
214616_at	0.4838470221
208636_at	0.4836814106
212888_at	0.4835277498
211729_x_at	0.483522892
201728_s_at	0.4834681153
222260_at	0.4834209085
208661_s_at	0.482974261
205043_at	0.4829291701
202446_s_at	0.4829166532
202856_s_at	0.4828674495
215888_at	0.4826587439
219128_at	0.4824571609
212966_at	0.4824146032
201511_at	0.48236534
214586_at	0.482352525
208241_at	0.4823491871
215627_at	0.4823192954
65591_at	0.4822457135
219025_at	0.4820194244
216095_x_at	0.4818206131
215877_at	0.4808167219
219335_at	0.480386734
209834_at	0.4798796177
211707_s_at	0.4796473384
210342_s_at	0.4795634151
216442_x_at	0.4794534147
217430_x_at	0.4793785512
213410_at	0.4793736935
219820_at	0.4793724716
207602_at	0.4792874455
203178_at	0.4791841209
206440_at	0.4791392386
218693_at	0.4787284732
219385_at	0.4787199795
201935_s_at	0.4785394967
217528_at	0.4782249331
203899_s_at	0.4782226086
215202_at	0.4779669344
202059_s_at	0.4778755307
209072_at	0.4772030711
31846_at	0.4770698249
202162_s_at	0.4769638777
216568_x_at	0.476480782
202206_at	0.4762937129
201186_at	0.4762839675
212737_at	0.4762289226
203880_at	0.476035893
207849_at	0.4760053456
204649_at	0.4758055508
210370_s_at	0.475720644
50221_at	0.4753988683
214944_at	0.4753367901
215868_x_at	0.4752498865
216391_s_at	0.4751647115
203625_x_at	0.4751546681
208170_s_at	0.4750353694
205754_at	0.4749286771
213919_at	0.4748252928
208463_at	0.4748019576
219156_at	0.4745330513
37012_at	0.4745259583
204651_at	0.4744127691
209340_at	0.4743725061
213587_s_at	0.4743544459
203578_s_at	0.474301815
215344_at	0.4741941988
204467_s_at	0.4741150737
219487_at	0.4740130603
209386_at	0.4738672078
216965_x_at	0.4738631546
202034_x_at	0.4738052785
220914_at	0.4736336768
206796_at	0.4734528363
206475_x_at	0.4733949602
209994_s_at	0.4732507467
212898_at	0.4730987549
218591_s_at	0.4730585814
217982_s_at	0.4728774726
217254_s_at	0.4725635648
207313_x_at	0.472435981
206561_s_at	0.4723433256
202076_at	0.4720429778
211946_s_at	0.4719957709
220369_at	0.4719567597
206465_at	0.4718991518
219583_s_at	0.4718947411
208714_at	0.4717858732
215676_at	0.4717277884
206284_x_at	0.4715437591
210410_s_at	0.4714033604
212232_at	0.4709702432
214058_at	0.4709227681
218109_s_at	0.4708966613
203509_at	0.4708809257
210880_s_at	0.4707921147
218324_s_at	0.4706636369
54970_at	0.4706198871
203013_at	0.4705810845
213142_x_at	0.4705311358
222208_s_at	0.4703501165
204982_at	0.4702394009
217841_s_at	0.4701953828
208227_x_at	0.4701674879
34764_at	0.4700129926
205777_at	0.4697679877
204826_at	0.4697515368
212553_at	0.469542563
217666_at	0.4695182145
215713_at	0.4692612886
210807_s_at	0.4690539539
218366_x_at	0.468863219
202315_s_at	0.4687145948
203300_x_at	0.4687070549
214092_x_at	0.4686124325
204137_at	0.4685764015
201240_s_at	0.4683710933
202820_at	0.468351841
213835_x_at	0.4683206081
207417_s_at	0.4681326151
220588_at	0.4681225121
220977_x_at	0.4680768251
203204_s_at	0.4678872228
222244_s_at	0.4678868055
209952_s_at	0.4674427807
209932_s_at	0.4672784209
203159_at	0.4670931399
202518_at	0.4669679403
221377_s_at	0.4669340849
205224_at	0.4669084251
222055_at	0.4667395949
202103_at	0.4665575624
203343_at	0.4665551484
217884_at	0.4662485719
218767_at	0.4659868479
221666_s_at	0.4658381343
213279_at	0.465673238
207393_at	0.4656684399
218371_s_at	0.4656647146
215693_x_at	0.465631783
201418_s_at	0.4655536115
215302_at	0.465447396
211006_s_at	0.4653327167
217597_x_at	0.465284586
220599_s_at	0.4652649462
212327_at	0.4652203918
203722_at	0.4651450217
211465_x_at	0.4649417996
204781_s_at	0.4647868872
219479_at	0.4644877911
205652_s_at	0.4641927183
220035_at	0.4639114141
203530_s_at	0.4637761116
203500_at	0.4631193578
219365_s_at	0.4631029367
200944_s_at	0.4630798101
214083_at	0.4628287554
220335_x_at	0.462805301
210866_s_at	0.4626821876
209266_s_at	0.4626027942
205260_s_at	0.4624884129
205879_x_at	0.4623998404
202819_s_at	0.4622174501
221224_s_at	0.461925894
205600_x_at	0.461517483
208827_at	0.4614782035
220639_at	0.4613386691
215625_at	0.4612461925
221806_s_at	0.4612405598
221324_at	0.4611058831
203868_s_at	0.4609557092
216367_at	0.4607944489
217529_at	0.4607205391
204448_s_at	0.4605774879
205640_at	0.4602168202
216685_s_at	0.4599737227
203249_at	0.4599581957
211462_s_at	0.4596799314
216002_at	0.4595626891
221351_at	0.4593992829
213009_s_at	0.4593044221
217997_at	0.4592489302
204979_s_at	0.4591682851
215217_at	0.4591675401
220874_at	0.4590145051
220149_at	0.4587395191
213874_at	0.4585807621
208717_at	0.4585291445
202780_at	0.4584372044
209043_at	0.4581753314
202191_s_at	0.4581110775
209291_at	0.4580855668
207495_at	0.4579484463
208376_at	0.4578456581
216291_at	0.4578104913
202771_at	0.4577586055
204022_at	0.4575777948
204868_at	0.4575339258
215410_at	0.4574796855
205021_s_at	0.4573786557
211611_s_at	0.4573326707
210822_at	0.4572842419
217051_s_at	0.4572347701
204279_at	0.4568811357
41387_r_at	0.4568000138
49329_at	0.4567712247
201786_s_at	0.456484139
209470_s_at	0.4562932849
214957_at	0.4562686384
220572_at	0.4562652111
206768_at	0.4561940134
220913_at	0.4559535086
204784_s_at	0.4558029175
211560_s_at	0.4555697441
206087_x_at	0.4551313519
203545_at	0.4550333917
202057_at	0.4546152055
203919_at	0.4544532001
207305_s_at	0.4543021619
207332_s_at	0.4542231262
207969_x_at	0.4541785717
202106_at	0.4539079666
210567_s_at	0.4537632465
218845_at	0.4536572099
212980_at	0.4535540938
210069_at	0.4534601867
211343_s_at	0.4534460604
215087_at	0.4533513486
210180_s_at	0.4530361593
212214_at	0.4529640973
31799_at	0.4525965154
215175_at	0.4524928331
209773_s_at	0.4523610175
221007_s_at	0.4523261189
222150_s_at	0.452098012
210352_at	0.4519360662
217769_s_at	0.4519058466
201223_s_at	0.4518945217
219272_at	0.4518927336
213736_at	0.4518229365
204556_s_at	0.4517691731
202858_at	0.4516890049
214985_at	0.4513927996
215548_s_at	0.4513115883
208316_s_at	0.4512564242
205402_x_at	0.4511647224
204295_at	0.4509774148
204136_at	0.4506919384
219222_at	0.4505926073
207619_at	0.4505387545
207532_at	0.4505203068
207264_at	0.4504489303
215863_at	0.4502554834
210644_s_at	0.4501586854
218416_s_at	0.4501573741
215416_s_at	0.4500193596
205086_s_at	0.4499533772
215312_at	0.4499464333
210295_at	0.4499363601
221841_s_at	0.4499163032
208630_at	0.4496191442
214036_at	0.4493688941
219899_x_at	0.4493570924
205957_at	0.4490882158
215902_at	0.448946178
207293_s_at	0.4488831162
207055_at	0.448738873
206294_at	0.4486736357
216850_at	0.4485357404
219390_at	0.4483990073
200050_at	0.4483050406
214562_at	0.4483006001
221566_s_at	0.4482934177
201562_s_at	0.4480025172
201770_at	0.4479706883
204439_at	0.4478382468
216265_x_at	0.447365582
212265_at	0.4472682774
209080_x_at	0.4472256005
202869_at	0.4471930563
204484_at	0.4471469223
219872_at	0.4470632672
206422_at	0.44698897
204727_at	0.4468998909
216105_x_at	0.4467810392
209794_at	0.4462869465
212395_s_at	0.4462751746
218652_s_at	0.44626531
206150_at	0.4462412894
219907_at	0.4461436868
205717_x_at	0.4460904896
207998_s_at	0.4460795224
210773_s_at	0.4459883571
202681_at	0.4458630085
219932_at	0.4457561076
219738_s_at	0.4456917346
211190_x_at	0.4456520975
206134_at	0.4456498921
213137_s_at	0.4455861449
209389_x_at	0.4455391467
32069_at	0.4455038905
202823_at	0.4451833367
216227_at	0.445014745
219591_at	0.4448466003
217145_at	0.4448301196
215011_at	0.4446959794
220812_s_at	0.4446610212
212836_at	0.444629997
201692_at	0.4445208907
221582_at	0.4444506168
217452_s_at	0.4440462589
202468_s_at	0.4439995587
222225_at	0.4436094165
212163_at	0.4435510635
216717_at	0.4433750212
218797_s_at	0.4433586299
218636_s_at	0.4432345033
204305_at	0.4430488944
220846_s_at	0.4430347681
213970_at	0.4429950714
220862_s_at	0.4428529739
221056_x_at	0.4427483976
219827_at	0.4426841736
202913_at	0.4425399601
216813_at	0.4425248504
201858_s_at	0.442506671
214292_at	0.4424138069
218817_at	0.4422750771
215871_at	0.4421516359
209281_s_at	0.4421453476
216543_at	0.4420131445
207116_s_at	0.4419079423
211073_x_at	0.4413668811
208217_at	0.4413355589
204119_s_at	0.4412032366
207258_at	0.4411598146
219446_at	0.4411478639
217775_s_at	0.4409724474
217216_x_at	0.4409542084
44669_at	0.4408904314
220829_s_at	0.4407249391
213829_x_at	0.4402455688
219489_s_at	0.4402119219
216282_x_at	0.4401533008
207317_s_at	0.4401341975
220253_s_at	0.4401341379
204785_x_at	0.4399955273
212239_at	0.4398285747
208847_s_at	0.4397822618
217751_at	0.4397811592
211481_at	0.4395243526
219317_at	0.4394541085
219139_s_at	0.4394525588
201618_x_at	0.4392904341
208870_x_at	0.4392849505
214169_at	0.4391190112
221550_at	0.4390658438
203993_x_at	0.4389635026
218423_x_at	0.4389559031
200763_s_at	0.4386840165
212641_at	0.4386719465
220868_s_at	0.4386526942
220299_at	0.4385637045
219772_s_at	0.4384806454
208231_at	0.4384692311
218291_at	0.438465178
220166_at	0.4384585023
200613_at	0.4383938909
222380_s_at	0.4383075535
217111_at	0.4382241368
214192_at	0.4380297363
213516_at	0.4377623796
35846_at	0.4374627471
203302_at	0.4374420643
204371_s_at	0.4373435676
201789_at	0.4370592535
208378_x_at	0.4368636608
209406_at	0.4367914796
206527_at	0.4364973605
205621_at	0.4363605678
214827_at	0.436182946
218212_s_at	0.4357860386
208011_at	0.4357497692
202776_at	0.4355849326
206215_at	0.4355745912
202445_s_at	0.4355014265
208147_s_at	0.43549335
209507_at	0.4353739917
209110_s_at	0.4352322519
219789_at	0.4351126254
215671_at	0.4350223839
209405_s_at	0.4350019395
207133_x_at	0.43498528
209181_s_at	0.434961319
47608_at	0.4348889291
202200_s_at	0.4347764552
201229_s_at	0.4347651601
214907_at	0.4346119761
213669_at	0.4344213903
209334_s_at	0.4342826605
218641_at	0.4340814054
219442_at	0.434065789
AFFX-ThrX-3_at	0.434063673
219913_s_at	0.4339266717
208219_at	0.4338231683
210939_s_at	0.4336966574
211454_x_at	0.4336802065
218606_at	0.4336472452
217969_at	0.4336371422
207463_x_at	0.4335955679
213222_at	0.433577776
217936_at	0.4333840311
207491_at	0.433199048
204788_s_at	0.4330830872
201842_s_at	0.4330161512
213613_s_at	0.4330047071
203089_s_at	0.4328278303
212195_at	0.432757169
213907_at	0.432641685
204941_s_at	0.4325682521
221534_at	0.4325406849
205519_at	0.432410419
203892_at	0.4322513342
215126_at	0.4317691326
221817_at	0.4316987991
211516_at	0.4315901399
218272_at	0.4313446581
222237_s_at	0.4312085509
213075_at	0.4310658276
205880_at	0.4306705296
207646_s_at	0.4305873513
214554_at	0.4302652776
214890_s_at	0.430239439
213641_at	0.4301635623
205878_at	0.4301460981
202255_s_at	0.429959029
219019_at	0.4298824668
210848_at	0.4298416674
212279_at	0.4298208952
202597_at	0.4296994805
207066_at	0.4296893775
206642_at	0.4293718636
220794_at	0.4293330908
221265_s_at	0.4293180406
211345_x_at	0.4292339683
212707_s_at	0.4290256202
216595_at	0.4289912879
204153_s_at	0.4289681613
203168_at	0.428912431
211256_x_at	0.4288901985
204168_at	0.4287065268
203116_s_at	0.4286949635
216126_at	0.4286859632
208758_at	0.4285061955
202389_s_at	0.4283056557
213087_s_at	0.4280565977
206558_at	0.4278976619
204891_s_at	0.4277381003
221221_s_at	0.4277080297
200872_at	0.4276649952
213897_s_at	0.4276508987
213902_at	0.4276426435
207320_x_at	0.4275665283
209253_at	0.4274732769
209679_s_at	0.4273791909
219068_x_at	0.4272232056
204404_at	0.426977545
207041_at	0.4268752337
219093_at	0.4266829789
216292_at	0.4266293943
208445_s_at	0.4263076484
220410_s_at	0.4262723923
209129_at	0.4262442887
204141_at	0.4261559844
36553_at	0.426148504
206713_at	0.4259628952
215342_s_at	0.4258359075
219493_at	0.4258181155
219420_s_at	0.4257972538
215349_at	0.4256890714
221702_s_at	0.4254955053
206755_at	0.4254831076
213055_at	0.4254396856
216505_x_at	0.425147593
219770_at	0.4251146913
218157_x_at	0.4249916971
218514_at	0.4249605238
206992_s_at	0.4248554707
205533_s_at	0.4248484373
207238_s_at	0.4246985316
219635_at	0.4245036542
AFFX-r2-Bs-phe-3_at	0.4235884249
208640_at	0.4235450327
219844_at	0.4235107899
201975_at	0.4232906699
201499_s_at	0.4232665002
218645_at	0.4231371284
216259_at	0.4230205417
208786_s_at	0.4228038192
203795_s_at	0.4227775335
210596_at	0.4227595925
213866_at	0.4226830602
215400_x_at	0.4226722121
219348_at	0.4225455225
207086_x_at	0.4225119054
203654_s_at	0.4224676788
209028_s_at	0.4223649502
213973_at	0.4222646952
220330_s_at	0.4221358895
217767_at	0.4221206605
206137_at	0.4221137166
213673_x_at	0.4220860302
215245_x_at	0.4217549264
202400_s_at	0.4216639102
AFFX-r2-Ec-bioB-5_at	0.4216103554
209692_at	0.4215705991
205606_at	0.4215111732
206553_at	0.4213522673
213212_x_at	0.4212203622
218694_at	0.4208646119
210572_at	0.4208642542
220644_at	0.4208583832
213521_at	0.420606941
212972_x_at	0.4204847217
211325_x_at	0.4204382002
219220_x_at	0.4201255441
219312_s_at	0.4199990928
206676_at	0.4199049771
215571_at	0.4196683168
218016_s_at	0.4195924699
218937_at	0.4195044637
214553_s_at	0.4194863141
211436_at	0.4189575315
210953_at	0.4187757075
64418_at	0.4185881019
208331_at	0.4185341299
217357_at	0.418525219
217033_x_at	0.4183417261
219158_s_at	0.4182656109
222125_s_at	0.4180150032
201869_s_at	0.4175905585
221014_s_at	0.4174620211
207600_at	0.417267561
208395_s_at	0.4170672297
212100_s_at	0.4170613289
219126_at	0.4169555306
214680_at	0.4164988995
216129_at	0.4163863659
211551_at	0.416341424
201097_s_at	0.4163222313
206251_s_at	0.4162449241
207783_x_at	0.4153897762
220173_at	0.4153869748
213534_s_at	0.4152573943
219042_at	0.4152351022
213879_at	0.4148949981
217790_s_at	0.414883405
219050_s_at	0.4148816764
218187_s_at	0.4148359299
221353_at	0.4145118296
221628_s_at	0.4144961834
213924_at	0.4143921733
214601_at	0.4140678346
210625_s_at	0.4140449762
205341_at	0.414001286
220069_at	0.4139632583
219988_s_at	0.4138821959
214316_x_at	0.4133294225
219758_at	0.4130888879
211043_s_at	0.4129987657
207395_at	0.4129676521
221976_s_at	0.4128271639
218981_at	0.4125857949
221716_s_at	0.4125137925
221683_s_at	0.412499696
208601_s_at	0.4123319089
202600_s_at	0.4122134149
213047_x_at	0.4120983779
205082_s_at	0.41206038
207185_at	0.4118494689
209995_s_at	0.4112501144
208102_s_at	0.4111742675
216277_at	0.4111713171
202658_at	0.4110693038
207941_s_at	0.411036402
210956_at	0.410939306
207936_x_at	0.4108070731
209972_s_at	0.4106944501
211480_s_at	0.4105207622
216029_at	0.4103246629
212636_at	0.4102122486
216217_at	0.4101376832
205620_at	0.4100530148
203776_at	0.4099324346
65770_at	0.4098824561
210758_at	0.4095621109
206837_at	0.4094635546
208010_s_at	0.4093520343
210631_at	0.4092861414
215445_x_at	0.4091081321
204259_at	0.4090717435
209704_at	0.4089892209
219567_s_at	0.4089357555
216889_s_at	0.4088942111
216752_at	0.4087758362
214035_x_at	0.4086195529
218395_at	0.4085609913
204072_s_at	0.4084744751
215449_at	0.4083977044
218698_at	0.4083028138
213525_at	0.4082668722
202543_s_at	0.4081506133
211370_s_at	0.4081489444
217592_at	0.4080995321
209513_s_at	0.4080821276
221606_s_at	0.4080197811
214089_at	0.4080010355
217896_s_at	0.4076025188
202684_s_at	0.4075722694
211428_at	0.4074141681
213417_at	0.4073864818
208299_at	0.4073643982
220434_at	0.4073458016
204201_s_at	0.4073442817
210962_s_at	0.4073305726
213702_x_at	0.407322675
215139_at	0.4070556164
209712_at	0.4069951773
202998_s_at	0.406922549
215844_at	0.4068710804
215097_at	0.4067902863
221556_at	0.4066229463
214119_s_at	0.4065392911
200980_s_at	0.4065127969
214648_at	0.4064538479
204472_at	0.4063922763
50374_at	0.4063874781
57082_at	0.4063628018
212698_s_at	0.406200856
202151_s_at	0.4061669707
219703_at	0.4059382975
200955_at	0.4059170783
207678_s_at	0.405579865
219949_at	0.405561924
212169_at	0.4055098295
219831_at	0.4053866863
209647_s_at	0.405374676
201743_at	0.4050157666
206320_s_at	0.4049421251
208742_s_at	0.4048354924
205988_at	0.4048236012
207588_at	0.4048056602
202535_at	0.4047564268
212693_at	0.404094696
201810_s_at	0.4038206339
214374_s_at	0.4036141932
214982_at	0.4036138356
203738_at	0.4035435617
205311_at	0.4034955502
213729_at	0.4034683704
212813_at	0.4033762813
208920_at	0.4032758772
221828_s_at	0.4031658471
221581_s_at	0.4031365812
220982_s_at	0.4031318128
206926_s_at	0.4030122459
215711_s_at	0.4029289782
204905_s_at	0.4027530551
202222_s_at	0.4026477039
219971_at	0.4024543166
216896_at	0.4024320543
216863_s_at	0.4024314284
215326_at	0.402266562
201565_s_at	0.4020427465
209229_s_at	0.4020425379
217954_s_at	0.4019733667
219112_at	0.4018783569
214874_at	0.4016275108
