#TOP	Genes more expressed in NGT class
#BOTTOM	      Genes more expressed in DM2/IGT class
214629_x_at	0.0747326538
200988_s_at	0.0746465772
222033_s_at	0.0746347085
204973_at	0.0745434314
214237_x_at	0.0742878467
218348_s_at	0.0741601139
205967_at	0.0741203651
202628_s_at	0.0740836337
210230_at	0.0740669444
209843_s_at	0.0739449188
203990_s_at	0.0738928318
201982_s_at	0.0738207847
205908_s_at	0.0734845921
216579_at	0.0732968748
206437_at	0.0731960312
219153_s_at	0.0731913522
218312_s_at	0.0730733946
213154_s_at	0.0729110762
209451_at	0.0728512481
215688_at	0.0726102367
212767_at	0.0725554004
201494_at	0.0724258274
201698_s_at	0.0722990856
213335_s_at	0.0719941035
214697_s_at	0.0719477907
212293_at	0.0713779405
211576_s_at	0.0712976456
202024_at	0.0712970346
203270_at	0.0712781847
202983_at	0.0712161288
217542_at	0.0711026564
216416_at	0.0708751082
220313_at	0.0707103312
34726_at	0.0705707595
206784_at	0.0705170706
209063_x_at	0.070467636
219974_x_at	0.07043951
216333_x_at	0.0702523291
216684_s_at	0.0702333897
205628_at	0.070226036
204206_at	0.0701183304
46167_at	0.0701175332
205164_at	0.0700701997
205365_at	0.0699109361
204130_at	0.0698505864
AFFX-r2-P1-cre-3_at	0.0697745606
217158_at	0.0696786642
222218_s_at	0.069617331
205310_at	0.0695926771
204133_at	0.069547385
208078_s_at	0.0695036501
215640_at	0.0694860816
207663_x_at	0.0689836517
204155_s_at	0.0688870326
206069_s_at	0.0688591599
202916_s_at	0.0686969683
215032_at	0.0685134158
221439_at	0.0684019998
219383_at	0.0682187825
216286_at	0.0680884942
209441_at	0.0677672625
211354_s_at	0.0676364005
218080_x_at	0.0675937757
204120_s_at	0.0674181283
201866_s_at	0.0673896149
200070_at	0.0672778115
219518_s_at	0.0669812337
212516_at	0.0667586476
216562_at	0.066757381
212565_at	0.0664400533
203587_at	0.0662867576
210745_at	0.0661960542
201181_at	0.0661068931
204480_s_at	0.0659673735
204334_at	0.0659643635
204544_at	0.0659473762
206646_at	0.0659046099
211111_at	0.0655949637
219205_at	0.0655076429
216262_s_at	0.0653929338
203014_x_at	0.0652394146
212874_at	0.0652359277
207269_at	0.0649017766
202095_s_at	0.0648875907
209970_x_at	0.0648855045
210018_x_at	0.0648443028
214690_at	0.0648171008
207879_at	0.0647759438
219109_at	0.0647592619
207253_s_at	0.0647390485
216629_at	0.0646617413
207382_at	0.0646347776
220275_at	0.0645751134
219105_x_at	0.064407073
201285_at	0.0643575862
210839_s_at	0.0643459633
219920_s_at	0.0639953688
204078_at	0.063975811
202877_s_at	0.0635954514
206595_at	0.0635481253
201261_x_at	0.0632249638
211355_x_at	0.0632137358
213614_x_at	0.0627837107
211884_s_at	0.0627682731
208134_x_at	0.0627383664
201031_s_at	0.0626951233
202662_s_at	0.0626558959
215150_at	0.0626496673
203748_x_at	0.0626324117
204643_s_at	0.0624743029
220640_at	0.0624256916
209875_s_at	0.0623472631
218787_x_at	0.0622987151
217522_at	0.0621103421
202052_s_at	0.0618602522
212421_at	0.0618285947
220867_s_at	0.0618272237
212330_at	0.0618159994
214926_at	0.0617898852
210887_s_at	0.0616767891
216803_at	0.0615483895
212570_at	0.0615338832
203595_s_at	0.0611362047
205543_at	0.0608780421
213689_x_at	0.0607483685
212058_at	0.0607365519
216421_at	0.0606696866
205396_at	0.0606575534
32091_at	0.0606291555
217815_at	0.060605783
202549_at	0.0602863766
221087_s_at	0.0599481836
219254_at	0.0593311116
207102_at	0.0593054146
34858_at	0.0592115223
216180_s_at	0.0591169484
207643_s_at	0.0590394214
219994_at	0.0590038784
216815_at	0.058826644
215774_s_at	0.0587541424
210283_x_at	0.0585905723
201995_at	0.0585401431
38149_at	0.0585297905
208448_x_at	0.0584853292
215883_at	0.0583302788
200024_at	0.0581070818
206474_at	0.0580991358
213679_at	0.0576641485
206991_s_at	0.0576214716
218522_s_at	0.0574531928
206789_s_at	0.0573966205
33579_i_at	0.0573885664
210850_s_at	0.0570824109
215142_at	0.0570594594
222285_at	0.0570520349
214185_at	0.0568975545
220920_at	0.0563910119
214445_at	0.0560646467
214988_s_at	0.0559147336
204002_s_at	0.0557663329
217709_at	0.0556196459
201189_s_at	0.0555291772
219418_at	0.0555258766
200803_s_at	0.0555048287
203752_s_at	0.0554650947
219344_at	0.0552416928
204700_x_at	0.0551098883
203798_s_at	0.0549675636
218235_s_at	0.0548129492
204939_s_at	0.0547802374
200851_s_at	0.0547682345
214685_at	0.0545628928
218669_at	0.0544598922
207239_s_at	0.0542641468
207628_s_at	0.0542468913
203428_s_at	0.0539686494
206401_s_at	0.0537005626
217785_s_at	0.0534081422
40560_at	0.05314539
213930_at	0.0527743101
205076_s_at	0.052621346
215556_at	0.0525994897
214395_x_at	0.0525002852
216504_s_at	0.0524780639
220461_at	0.0524447002
212415_at	0.0523800887
214858_at	0.0522644222
212042_x_at	0.0522401109
218369_s_at	0.0522169732
204135_at	0.0520375408
213917_at	0.0520005189
205540_s_at	0.0519178398
220011_at	0.0516248532
201278_at	0.0514834188
201289_at	0.0509110615
220537_at	0.0508619398
202993_at	0.0507861041
203219_s_at	0.0505966842
218439_s_at	0.0501646958
211058_x_at	0.05013768
211458_s_at	0.050137531
221863_at	0.0501085669
219219_at	0.0498439819
212023_s_at	0.0498384126
217899_at	0.0497290865
204960_at	0.0497119389
201101_s_at	0.0494648293
207919_at	0.0493616872
215441_at	0.0492767952
201464_x_at	0.0489321239
208137_x_at	0.0489012301
208104_s_at	0.0488552451
207992_s_at	0.048773542
220848_x_at	0.0487237424
214790_at	0.0485322922
220587_s_at	0.0485024191
207940_x_at	0.0484374911
207410_s_at	0.048399657
213909_at	0.0480168164
215469_at	0.047916159
201584_s_at	0.0477460511
208233_at	0.0477231033
208157_at	0.0476555414
220350_at	0.0474870838
206300_s_at	0.0474092253
204707_s_at	0.0473865457
213433_at	0.0472856611
220334_at	0.0471037067
210164_at	0.0470854901
204654_s_at	0.04690817
213549_at	0.0468828082
220616_at	0.0468607992
211437_at	0.0468137525
219847_at	0.0467737019
219327_s_at	0.0466009229
210436_at	0.046561975
210267_at	0.046556212
219051_x_at	0.0464912094
202687_s_at	0.0461876579
205272_s_at	0.0460987464
218250_s_at	0.0460902937
218705_s_at	0.0460455008
210959_s_at	0.0458458662
202396_at	0.0455047451
823_at	0.0452825427
215418_at	0.0452673361
204409_s_at	0.0451864302
218129_s_at	0.0451706052
219207_at	0.0450895429
202138_x_at	0.045043014
209527_at	0.0449169278
208947_s_at	0.0448602363
216892_at	0.0448031202
217018_at	0.0445400514
222289_at	0.0445128344
201332_s_at	0.0443355367
204520_x_at	0.0442769006
210214_s_at	0.0442549177
219970_at	0.0442300811
201015_s_at	0.0439471938
213703_at	0.0438239016
205107_s_at	0.0437836424
217825_s_at	0.0436456874
209165_at	0.0436050668
221740_x_at	0.0435982049
201751_at	0.043174237
214956_at	0.0431688018
220720_x_at	0.0430081598
219747_at	0.0429583006
209958_s_at	0.0428761728
214758_at	0.0424323343
206020_at	0.0420793258
1255_g_at	0.041768007
218653_at	0.0417649224
200993_at	0.0417444967
207749_s_at	0.0417334363
204647_at	0.0416629314
211112_at	0.04165975
91826_at	0.0416043513
221378_at	0.0412849113
205934_at	0.0411876589
212695_at	0.0408825614
215954_s_at	0.0408605784
214826_at	0.040816959
201325_s_at	0.0407248773
205168_at	0.0406743214
215198_s_at	0.0404943377
204053_x_at	0.0402113199
217549_at	0.0401269905
212619_at	0.0400765017
212154_at	0.0400204211
218742_at	0.0399711095
218353_at	0.0397379585
204848_x_at	0.0396355651
216159_s_at	0.0393231623
207648_at	0.0391115621
208804_s_at	0.0390611365
221958_s_at	0.0390081815
212488_at	0.0389871523
209178_at	0.0388778597
214892_x_at	0.0387790129
221604_s_at	0.0386528373
221833_at	0.0385352969
221735_at	0.0385074317
218298_s_at	0.0379366949
203522_at	0.0375043936
207943_x_at	0.0373981334
210547_x_at	0.0373157673
220943_s_at	0.0373153612
218497_s_at	0.0372129939
220015_at	0.0370858461
213578_at	0.0369862281
216885_s_at	0.0366355814
57588_at	0.0365594067
32625_at	0.0364648774
221517_s_at	0.0364180729
218142_s_at	0.0364111736
203609_s_at	0.0361287184
210766_s_at	0.0358519219
200784_s_at	0.0357538126
215959_at	0.0357139781
203724_s_at	0.0356015004
216288_at	0.0349900015
213239_at	0.0346091203
216498_at	0.0345906429
203512_at	0.034579657
204624_at	0.0344605558
205385_at	0.0344425552
221819_at	0.0343741775
211947_s_at	0.0342795178
206785_s_at	0.0341644846
215375_x_at	0.0340317264
221340_at	0.0337394364
218980_at	0.0337142125
216475_at	0.0336145125
200816_s_at	0.0336082801
202805_s_at	0.0335951708
220480_at	0.0334996171
202876_s_at	0.0333424844
203045_at	0.0331680737
202467_s_at	0.0330460072
212970_at	0.0330400839
222345_at	0.0327854194
33307_at	0.0327351727
206913_at	0.0326773003
213094_at	0.0325520635
203057_s_at	0.0320504233
211869_at	0.0316159092
217446_x_at	0.031469211
204145_at	0.0313803665
206811_at	0.0313256569
202853_s_at	0.0310870185
213150_at	0.0310416836
214775_at	0.0309512708
204024_at	0.0309054591
218973_at	0.030745551
216999_at	0.0306862984
218188_s_at	0.0306189153
219217_at	0.0306182615
210087_s_at	0.0305002332
221631_at	0.0303091388
200953_s_at	0.0302882381
208584_at	0.0302005429
205152_at	0.0301960073
206867_at	0.030103609
211985_s_at	0.0300783254
214458_at	0.0300104786
216353_s_at	0.029995162
217267_s_at	0.029950643
214566_at	0.0299027748
206191_at	0.0296544973
215522_at	0.0296422429
209528_s_at	0.02952273
201016_at	0.0293851439
212047_s_at	0.0290386397
211561_x_at	0.0290008262
219756_s_at	0.0289430227
215294_s_at	0.0288480744
35820_at	0.0288333744
206884_s_at	0.0288288072
203041_s_at	0.0286061931
215957_at	0.0285637602
208491_s_at	0.0285277646
205363_at	0.0284038018
214405_at	0.0284035597
214593_at	0.0282817669
205504_at	0.0280803796
205072_s_at	0.0279664341
219895_at	0.0279581416
219087_at	0.0279397257
219408_at	0.0278358236
204756_at	0.0278040692
203481_at	0.0277479813
214460_at	0.0275687892
210016_at	0.0274099689
212643_at	0.0273420271
222062_at	0.0270672254
202011_at	0.0269808024
218869_at	0.0268740058
222269_at	0.0266683567
218421_at	0.026567474
218411_s_at	0.0262420904
202259_s_at	0.0262151603
214293_at	0.0261501987
218056_at	0.0260696132
217691_x_at	0.0260096639
203853_s_at	0.0259191077
215401_at	0.0258178525
215584_at	0.0257850699
207250_at	0.0257364679
220433_at	0.0256805234
217028_at	0.0255808979
202481_at	0.0254090652
217088_s_at	0.0253693499
200654_at	0.0252717678
204712_at	0.0252658259
205420_at	0.0252501406
202909_at	0.0250879135
211026_s_at	0.0249429215
204990_s_at	0.0248560794
215725_at	0.0248016361
207847_s_at	0.0247766767
205456_at	0.024650149
215742_at	0.0245490503
202395_at	0.0245204903
215398_at	0.0244272221
216546_s_at	0.0243242476
220681_at	0.0242867116
205064_at	0.0242028981
215490_at	0.0241052397
201156_s_at	0.0240993481
203730_s_at	0.0240649749
213233_s_at	0.0238806289
214960_at	0.0235610045
219080_s_at	0.0235201456
206054_at	0.0235039014
206698_at	0.023429295
32029_at	0.0234112125
211145_x_at	0.023372924
209022_at	0.0233188234
221472_at	0.0229845252
219361_s_at	0.0228480678
201624_at	0.0226134825
213229_at	0.0225523878
214408_s_at	0.0224926267
201064_s_at	0.0224058777
203492_x_at	0.0223392602
212028_at	0.0222143009
204530_s_at	0.0221402049
201685_s_at	0.0221018288
204843_s_at	0.021992296
201335_s_at	0.0218885913
205953_at	0.0218526348
221659_s_at	0.0217217077
201876_at	0.02165276
208503_s_at	0.0215898994
206039_at	0.021550633
203718_at	0.0215039924
208136_s_at	0.0213250797
208933_s_at	0.0211911388
214744_s_at	0.0211629663
209939_x_at	0.0207398236
213313_at	0.0207095407
209941_at	0.0206367206
208342_x_at	0.0205644164
213300_at	0.0204436742
211066_x_at	0.0202534348
204546_at	0.0201448072
220884_at	0.0201287419
203440_at	0.0197903737
205843_x_at	0.0197095238
221200_at	0.0195757579
213399_x_at	0.0192576759
217265_at	0.0191940553
214499_s_at	0.0190748535
222315_at	0.0190534201
217893_s_at	0.0188523829
218268_at	0.018730307
221343_at	0.0185608622
213363_at	0.0185539983
217420_s_at	0.0184709113
212560_at	0.0184055716
214976_at	0.018368667
220951_s_at	0.0182935204
219405_at	0.0182415098
45714_at	0.0181309488
218971_s_at	0.018121697
217003_s_at	0.0180639289
208732_at	0.0176076423
201586_s_at	0.0176034402
200083_at	0.0175769664
210284_s_at	0.0174471904
211569_s_at	0.0172644202
205907_s_at	0.0172350816
219551_at	0.0171258841
206145_at	0.0170363784
213148_at	0.0170045458
209877_at	0.01691995
203655_at	0.0168425571
209399_at	0.0167409107
216162_at	0.0166445263
213876_x_at	0.0164057221
209338_at	0.0163649954
212242_at	0.0163618196
217361_at	0.0163489971
208440_at	0.0162383206
213013_at	0.0162263308
202539_s_at	0.0162054338
220401_at	0.0161984134
210008_s_at	0.016134752
207657_x_at	0.0159136448
213997_at	0.0158562809
212541_at	0.0157839432
213165_at	0.0157543551
214407_x_at	0.0157274008
206797_at	0.0156180486
206112_at	0.0155969486
201835_s_at	0.0155451903
211042_x_at	0.015516337
206728_at	0.0154898595
203282_at	0.0149902431
222351_at	0.0149481064
210215_at	0.0148752118
207070_at	0.0148278289
209023_s_at	0.0146504045
220634_at	0.0144572556
220111_s_at	0.014269148
206814_at	0.0141769731
206904_at	0.0141154677
202253_s_at	0.0140437838
204866_at	0.0139182936
203180_at	0.013668715
213535_s_at	0.0136349471
204059_s_at	0.0136287594
204253_s_at	0.0135463327
211362_s_at	0.0134759722
218020_s_at	0.0134665333
206198_s_at	0.0132385613
206938_at	0.012976286
208657_s_at	0.0129710389
208973_at	0.012897661
205553_s_at	0.0126508232
217986_s_at	0.0126492623
203556_at	0.0126047311
209422_at	0.0124954721
209560_s_at	0.0124670817
217683_at	0.0124014122
200679_x_at	0.0122304931
220301_at	0.0120213097
205802_at	0.0119861541
217036_at	0.0119282883
201859_at	0.0119218826
206253_at	0.011744461
221950_at	0.0117278071
216243_s_at	0.0116972262
206354_at	0.011603592
211312_s_at	0.0115769692
209512_at	0.0112203415
214813_at	0.0111757806
202825_at	0.0111622149
208768_x_at	0.0111234151
216582_at	0.010896286
203783_x_at	0.0106173549
203448_s_at	0.0105655044
212263_at	0.010537087
205520_at	0.0102934679
220722_s_at	0.0099722305
205133_s_at	0.0099288048
214805_at	0.0094895428
204645_at	0.0089543983
222286_at	0.0087923687
217690_at	0.0087804208
205044_at	0.0087770224
206371_at	0.0087345494
206068_s_at	0.0087309815
204166_at	0.0087082777
207234_at	0.0086339824
213198_at	0.0085349372
206154_at	0.0082500065
208691_at	0.0079355752
213910_at	0.0079057496
206122_at	0.0078632766
219419_at	0.0078613758
217632_at	0.0077491831
218215_s_at	0.007714835
203151_at	0.0076678847
216309_x_at	0.0074609988
213121_at	0.0074355216
213908_at	0.007381381
214572_s_at	0.0070644198
212893_at	0.0069496818
207093_s_at	0.0067136083
216806_at	0.0066501684
218179_s_at	0.0062734177
214626_s_at	0.0061991615
210785_s_at	0.0059872158
216869_at	0.0059744129
202332_at	0.0059742169
54632_at	0.0058230273
221311_x_at	0.0057487502
206205_at	0.0056975991
208330_at	0.0056663645
208897_s_at	0.0053448952
39318_at	0.0051438119
219580_s_at	0.005136237
205758_at	0.0051117865
207018_s_at	0.0048896507
214502_at	0.0048759119
200690_at	0.0048275045
217526_at	0.0047493074
217469_at	0.0047350028
206615_s_at	0.0047082668
217784_at	0.0047030486
212890_at	0.0044459645
206454_s_at	0.0044120722
207419_s_at	0.0044085686
206119_at	0.0042315796
212730_at	0.0042223092
202609_at	0.0040618135
217823_s_at	0.0040555545
218318_s_at	0.00384766
211705_s_at	0.0037893639
222376_at	0.0036489123
206885_x_at	0.0034267283
206844_at	0.0032994705
215079_at	0.0031965768
203115_at	0.0030347048
222355_at	0.0029656133
205279_s_at	0.0028219072
55583_at	0.0026673386
209336_at	0.0023391235
215073_s_at	0.0022922596
217538_at	0.001980776
213996_at	0.0019783035
222008_at	0.0017057452
210878_s_at	0.0016087288
216027_at	0.0015082877
201929_s_at	0.0014170357
211834_s_at	0.0012368041
221915_s_at	0.0011543785
209717_at	0.0011453428
206795_at	0.0010237856
215429_s_at	0.000907163
217865_at	0.0007110128
219306_at	0.0006554768
204964_s_at	0.0006036228
41220_at	0.0005776892
209715_at	0.000559542
218838_s_at	0.0004758362
207649_at	0.000372714
206403_at	0.0003500997
205080_at	-0.0002256844
210117_at	-0.0003379126
204668_at	-0.0007766826
203504_s_at	-0.0008130791
215891_s_at	-0.0009109457
221703_at	-0.0011396385
210627_s_at	-0.0011792631
201507_at	-0.0012314032
206490_at	-0.0013938538
206548_at	-0.0020318155
218879_s_at	-0.0022933506
212688_at	-0.0025097518
221853_s_at	-0.0025217014
220593_s_at	-0.0026012878
212655_at	-0.002651142
212301_at	-0.0027248454
221579_s_at	-0.0028401415
221541_at	-0.0028769772
211871_x_at	-0.0030607763
206507_at	-0.0032847293
65588_at	-0.0033985197
212491_s_at	-0.0034180142
202242_at	-0.0034313831
204462_s_at	-0.0034384842
220592_at	-0.003444786
212331_at	-0.0034766207
202836_s_at	-0.0038709899
215204_at	-0.003977784
208580_x_at	-0.004317767
211313_s_at	-0.0044178176
202459_s_at	-0.0045240144
202141_s_at	-0.0045812791
202596_at	-0.0047312593
222079_at	-0.0049571767
208465_at	-0.0051641152
58308_at	-0.0052323611
219538_at	-0.0054700766
208329_at	-0.0054846867
213890_x_at	-0.0057957852
210273_at	-0.0060134539
200871_s_at	-0.0061465846
219475_at	-0.0062321299
216757_at	-0.0062611392
205259_at	-0.0063006878
214044_at	-0.0063869213
203848_at	-0.006693067
208711_s_at	-0.0068369559
204688_at	-0.0069737816
208528_x_at	-0.0070517585
209873_s_at	-0.0072857914
212342_at	-0.0075308224
213602_s_at	-0.0078215152
217724_at	-0.0080332933
207750_at	-0.0080933636
208185_x_at	-0.0081353979
51176_at	-0.008358351
210689_at	-0.0084272614
219282_s_at	-0.0084842294
219873_at	-0.0086297439
205493_s_at	-0.0086525902
202835_at	-0.008652647
203736_s_at	-0.0086974986
210788_s_at	-0.0088188481
221784_at	-0.0089647723
214307_at	-0.0090172673
214079_at	-0.0091083217
206065_s_at	-0.0091214878
213920_at	-0.0091428002
210764_s_at	-0.0092433551
205159_at	-0.0093042906
202585_s_at	-0.009424882
215574_at	-0.0094769066
211533_at	-0.0096010519
211873_s_at	-0.0097416239
211651_s_at	-0.0097713489
216857_at	-0.0098606879
213536_s_at	-0.0099711102
217205_at	-0.0100585604
220263_at	-0.0101519478
207062_at	-0.0107495338
AFFX-BioDn-5_at	-0.0108019579
204239_s_at	-0.0109306686
221592_at	-0.0109459953
215102_at	-0.0112483082
205752_s_at	-0.0114043327
210602_s_at	-0.011569093
221732_at	-0.0116565553
210562_at	-0.0119465413
216920_s_at	-0.0126776127
204296_at	-0.0128109679
220505_at	-0.0128426142
208740_at	-0.0129371472
207471_at	-0.0130154686
220765_s_at	-0.0130462656
204689_at	-0.0133002941
201330_at	-0.0133034606
206429_at	-0.0136019969
215182_x_at	-0.0137593541
221011_s_at	-0.0137910191
216583_x_at	-0.0142988721
207987_s_at	-0.0144066801
209272_at	-0.0144245578
212410_at	-0.0145172989
214078_at	-0.0145566342
211845_at	-0.0146351662
221966_at	-0.0146450261
207189_s_at	-0.0150891338
221857_s_at	-0.0151333632
215083_at	-0.0152368294
209180_at	-0.0158303939
217616_at	-0.0158888008
205236_x_at	-0.0160572715
209610_s_at	-0.0161544941
201301_s_at	-0.0162869524
202691_at	-0.0162874199
211340_s_at	-0.0163736474
206424_at	-0.016454801
218173_s_at	-0.0170660336
216494_at	-0.0173417702
212829_at	-0.0173498131
211049_at	-0.0173601173
200021_at	-0.0178032275
212431_at	-0.0178851988
217237_at	-0.0179155339
219832_s_at	-0.0182541329
207468_s_at	-0.0188355874
207458_at	-0.0189214479
214011_s_at	-0.0191141646
216687_x_at	-0.0191635098
219694_at	-0.0193612967
205323_s_at	-0.0193684045
203850_s_at	-0.019376751
219722_s_at	-0.0197413042
209911_x_at	-0.019806413
200662_s_at	-0.0198378395
214691_x_at	-0.0202226434
204151_x_at	-0.0204806514
221116_at	-0.0204911865
214098_at	-0.0206143893
218407_x_at	-0.0210191663
213914_s_at	-0.0211654659
206400_at	-0.0211882759
214915_at	-0.0212328341
210381_s_at	-0.0213869456
218850_s_at	-0.021649871
211979_at	-0.0216593035
210741_at	-0.0217887983
202207_at	-0.0220101941
215006_at	-0.0222397093
214622_at	-0.0222416241
49077_at	-0.0222569089
219339_s_at	-0.0225443281
221639_x_at	-0.0226153899
204816_s_at	-0.0227076225
210432_s_at	-0.0227327794
204601_at	-0.0228517503
210946_at	-0.0229296647
202524_s_at	-0.0230697859
208747_s_at	-0.0232915282
222329_x_at	-0.0233346447
206916_x_at	-0.0237137806
217276_x_at	-0.0237771831
201759_at	-0.023848718
212632_at	-0.0238730013
217343_at	-0.0239440072
211361_s_at	-0.0240173489
204581_at	-0.0240459908
212258_s_at	-0.0241771657
206341_at	-0.02430241
205333_s_at	-0.0244431477
205724_at	-0.0245141461
217836_s_at	-0.0245707091
201926_s_at	-0.0248422846
210948_s_at	-0.02493909
218158_s_at	-0.0251174103
215604_x_at	-0.0252048951
221571_at	-0.0252884384
221100_at	-0.0253554955
210732_s_at	-0.0255176332
206072_at	-0.0257749669
210621_s_at	-0.0257964581
211154_at	-0.0259730499
210819_x_at	-0.0261869896
202163_s_at	-0.0264285281
212144_at	-0.0267522801
219319_at	-0.0267788433
210684_s_at	-0.0267871208
207387_s_at	-0.0271110125
213057_at	-0.0271262676
217032_at	-0.0272109229
220469_at	-0.0274650306
201407_s_at	-0.027496336
202638_s_at	-0.0275353193
214231_s_at	-0.0275883395
212696_s_at	-0.0278986301
220607_x_at	-0.0279315785
205808_at	-0.0280391239
47550_at	-0.0280936286
205744_at	-0.0281066466
211142_x_at	-0.0281294379
207233_s_at	-0.028347956
211618_s_at	-0.0284106676
212859_x_at	-0.0286458228
222340_at	-0.0287894253
204460_s_at	-0.0288225915
217291_at	-0.0288447626
203361_s_at	-0.0289145987
222198_at	-0.0289914869
203048_s_at	-0.0291180965
220682_s_at	-0.0291620921
204943_at	-0.0292246602
208934_s_at	-0.0293483716
208209_s_at	-0.0296980236
215748_at	-0.0298497882
206986_at	-0.0298802387
211392_s_at	-0.0299484301
204290_s_at	-0.0299725998
55872_at	-0.0300484933
206100_at	-0.0300807059
214329_x_at	-0.0300830398
208612_at	-0.0301910527
214870_x_at	-0.0302119814
206077_at	-0.0302618351
217515_s_at	-0.0302667618
219893_at	-0.0305391122
203174_s_at	-0.0308541059
204317_at	-0.0308670979
213557_at	-0.0309392717
212706_at	-0.0313222036
205140_at	-0.0313745365
201980_s_at	-0.0313768089
208797_s_at	-0.0319576561
215023_s_at	-0.0320288427
217771_at	-0.0321218409
213203_at	-0.0321634263
211241_at	-0.0321800746
36545_s_at	-0.032342501
214723_x_at	-0.0323550366
208060_at	-0.032437969
215636_at	-0.0327358581
219928_s_at	-0.0328035727
33646_g_at	-0.032888107
205691_at	-0.0328961723
209974_s_at	-0.033203084
216839_at	-0.0333862789
209449_at	-0.0334118493
217161_x_at	-0.0335190967
215232_at	-0.0335521847
214076_at	-0.0335871913
218440_at	-0.0338617861
218478_s_at	-0.0339093469
220256_s_at	-0.0340509154
213958_at	-0.0340922996
209236_at	-0.0342248864
202788_at	-0.0342593491
214891_at	-0.0346029215
218419_s_at	-0.035041526
217524_x_at	-0.0351429731
214746_s_at	-0.0351616479
204537_s_at	-0.0353564136
222249_at	-0.0356423333
201623_s_at	-0.0359644853
AFFX-r2-Ec-bioD-3_at	-0.0360755175
220573_at	-0.0361138284
208270_s_at	-0.0361246206
211920_at	-0.0363740511
220180_at	-0.0365484394
213049_at	-0.0365607031
201410_at	-0.0365964398
218363_at	-0.0367198437
217956_s_at	-0.0368294232
218247_s_at	-0.0368963927
211666_x_at	-0.036921028
212683_at	-0.0369479023
211708_s_at	-0.0371783674
215127_s_at	-0.0371837318
216177_at	-0.0373046957
213224_s_at	-0.0374204777
215618_at	-0.0377116129
217960_s_at	-0.0377522819
222113_s_at	-0.0379000269
221024_s_at	-0.0380965434
204617_s_at	-0.0382504761
208229_at	-0.0382513441
219708_at	-0.0382524282
216809_at	-0.0383695289
220710_at	-0.0385211632
214066_x_at	-0.0385823473
207827_x_at	-0.0386845656
216463_at	-0.0389171354
203677_s_at	-0.0392192081
219400_at	-0.0395033844
220670_at	-0.0397470668
213059_at	-0.040286459
205069_s_at	-0.0403647237
213107_at	-0.0405192487
213268_at	-0.0405434929
209217_s_at	-0.0405557267
213601_at	-0.0405821018
206911_at	-0.0408329889
216142_at	-0.0411072969
204504_s_at	-0.0411608443
209823_x_at	-0.0412915833
205344_at	-0.0413590968
216318_at	-0.0415419564
210130_s_at	-0.0416453257
219510_at	-0.0417552367
204236_at	-0.0418698713
206893_at	-0.0418712236
209326_at	-0.0420355499
203245_s_at	-0.0420565642
221096_s_at	-0.0421732999
209758_s_at	-0.0421812981
217472_at	-0.0422590971
203039_s_at	-0.0422656313
211767_at	-0.0422881544
215945_s_at	-0.0423649736
201316_at	-0.0423770063
201895_at	-0.0426392891
212659_s_at	-0.0428442396
213856_at	-0.0430908874
222264_at	-0.0431554168
213699_s_at	-0.0431585461
207324_s_at	-0.0431895144
206362_x_at	-0.0432535037
207981_s_at	-0.0433926396
221938_x_at	-0.0434262902
217611_at	-0.0435464717
64371_at	-0.0436017513
212506_at	-0.043758519
217621_at	-0.0437794216
217908_s_at	-0.0440234728
213354_s_at	-0.0443088561
213754_s_at	-0.0443900861
219638_at	-0.0444562808
220246_at	-0.0444860756
209888_s_at	-0.044513952
221403_s_at	-0.0447140522
203877_at	-0.0447890721
210082_at	-0.0448667295
205090_s_at	-0.0451881737
214868_at	-0.0455784872
210699_at	-0.045977354
201309_x_at	-0.0460850969
202246_s_at	-0.0461264737
213561_at	-0.0461620726
218136_s_at	-0.0463673919
204081_at	-0.046398744
202333_s_at	-0.0465261452
201947_s_at	-0.0468652658
205356_at	-0.0469613522
205841_at	-0.0471421182
200635_s_at	-0.0474468991
206377_at	-0.0474962443
217655_at	-0.0475611091
208431_s_at	-0.0475677289
207122_x_at	-0.0477662086
214914_at	-0.0478009023
212401_s_at	-0.0478039794
215316_at	-0.0478501543
221708_s_at	-0.0480437241
209294_x_at	-0.0480953418
202491_s_at	-0.0481541082
218094_s_at	-0.0481878221
201714_at	-0.0482393652
212609_s_at	-0.0483756214
213989_x_at	-0.0484974198
204703_at	-0.0485345349
207032_s_at	-0.0485676266
220319_s_at	-0.0486509688
217431_x_at	-0.0486860275
214331_at	-0.0487185642
201444_s_at	-0.0487693362
212724_at	-0.0489063412
214056_at	-0.0491476282
204131_s_at	-0.049194593
220227_at	-0.0494089648
207989_at	-0.0495389625
220869_at	-0.0497439317
213214_x_at	-0.0498616174
205364_at	-0.0499104336
217937_s_at	-0.0500945523
218573_at	-0.0503115281
210200_at	-0.0507385209
216246_at	-0.0507538058
220386_s_at	-0.0508646965
217375_at	-0.0508792438
203729_at	-0.0509922951
216327_s_at	-0.0510309748
206297_at	-0.051422596
208485_x_at	-0.0515705086
203096_s_at	-0.0516442731
207701_at	-0.0517476685
202671_s_at	-0.051985506
221107_at	-0.0520357415
220790_s_at	-0.0522340648
208539_x_at	-0.0522530004
209991_x_at	-0.0524722002
203592_s_at	-0.0524894297
219058_x_at	-0.0524998568
203172_at	-0.0528350584
202227_s_at	-0.0529750548
211050_x_at	-0.0530726612
218455_at	-0.0531005226
